lon,lat,region,elevation,temp,maxtemp,mintemp,prec,maxprec,minprec,ecoregion
-85.386738,13.500081,ca,423,24.083333412806194,29.899999618530273,17.799999237060547,2033,334,34,Central American Atlantic Moist Forests
-89.296218,14.83002,ca,1039,21.795833230018616,27.799999237060547,15.800000190734863,1501,273,18,Central American Pine-Oak Forests
-89.276443,14.869251,ca,540,24.266666730244953,31,17.399999618530273,1169,235,10,Central American Pine-Oak Forests
-85.36089,13.484309,ca,276,24.8125,30.899999618530273,18.5,1997,334,33,Central American Atlantic Moist Forests
-85.363088,13.497312,ca,281,24.808333317438763,30.899999618530273,18.5,1998,327,33,Central American Atlantic Moist Forests
-85.55391,13.265702,ca,594,22.90833330154419,28.5,16.899999618530273,1961,311,29,Central American Atlantic Moist Forests
-89.477373,14.623014,ca,661,24.025000015894573,30.399999618530273,17.899999618530273,1004,213,1,Central American Pine-Oak Forests
-89.237676,14.854724,ca,609,23.983333428700764,30.700000762939453,17.200000762939453,1279,248,14,Central American Pine-Oak Forests
-89.27148093,14.84572854,ca,795,23.266666809717815,29.700000762939453,16.899999618530273,1352,257,14,Central American Pine-Oak Forests
-85.378224,13.513105,ca,327,24.541666587193806,30.5,18.200000762939453,1982,327,34,Central American Atlantic Moist Forests
-85.575881999999993,13.262565,ca,605,22.80833339691162,28.399999618530273,16.799999237060547,1900,290,29,Central American Atlantic Moist Forests
-89.4689,14.675865,ca,875,23.02499993642171,29,17.100000381469727,1162,234,3,Central American Pine-Oak Forests
-89.467928,14.671607,ca,857,23.15416646003723,29.200000762939453,17.200000762939453,1133,228,2,Central American Pine-Oak Forests
-89.265847,14.874714,ca,591,24.033333381017048,30.799999237060547,17.200000762939453,1226,242,12,Central American Pine-Oak Forests
-89.269834,14.874703,ca,555,24.233333349227905,31,17.399999618530273,1186,236,11,Central American Pine-Oak Forests
-89.46101,14.746435,ca,746,23.716666618982952,30.100000381469727,17.600000381469727,1073,220,5,Central American Pine-Oak Forests
-89.455184,14.74782,ca,783,23.362500111262005,29.700000762939453,17.299999237060547,1131,227,6,Central American Pine-Oak Forests
-85.71366,12.89922,ca,565,23.262500047683716,29.100000381469727,17.399999618530273,1562,268,18,Central American Pine-Oak Forests
-85.694062,12.88935,ca,556,23.44166660308838,29.299999237060547,17.600000381469727,1463,259,14,Central American Pine-Oak Forests
-85.726070000000007,12.87151,ca,709,22.591666618982952,28.299999237060547,16.899999618530273,1601,276,18,Central American Pine-Oak Forests
-85.73335805,12.92238512,ca,816,21.9916668732961,27.5,16.200000762939453,1772,288,23,Central American Pine-Oak Forests
-85.75960607,12.89983727,ca,758,22.291666507720947,27.899999618530273,16.600000381469727,1651,277,20,Central American Pine-Oak Forests
-85.815812,12.889398,ca,770,22.445833444595337,28.200000762939453,16.600000381469727,1612,272,24,Central American Pine-Oak Forests
-89.392527,14.634107,ca,1310,19.600000143051147,25.700000762939453,13.100000381469727,1460,273,17,Central American Pine-Oak Forests
-89.35501,14.709573,ca,1165,20.66250006357829,27,14.100000381469727,1467,268,17,Central American Pine-Oak Forests
-89.456652,14.626984,ca,728,23.662500143051147,30.100000381469727,17.399999618530273,1042,216,2,Central American Pine-Oak Forests
-89.300561,14.606229,ca,914,22.4708331823349,28.700000762939453,15.699999809265137,1262,241,11,Central American Pine-Oak Forests
-85.385966,13.449612,ca,456,23.833333412806194,29.600000381469727,17.700000762939453,2005,322,36,Central American Atlantic Moist Forests
-85.58468,13.279055,ca,792,21.90833314259847,27.299999237060547,16.100000381469727,1895,288,31,Central American Atlantic Moist Forests
-89.407488,14.875573,ca,1021,21.34583334128062,27.399999618530273,14.899999618530273,1520,280,17,Central American Pine-Oak Forests
-89.40778,14.821237,ca,467,25.09583322207133,31.5,18.399999618530273,951,202,5,Central American Pine-Oak Forests
-85.721033,12.895882,ca,685,22.6833332379659,28.399999618530273,16.899999618530273,1651,276,26,Central American Pine-Oak Forests
-85.391264,13.363882,ca,422,23.89999993642171,29.600000381469727,17.799999237060547,2047,326,36,Central American Atlantic Moist Forests
-85.441521,13.411022000000001,ca,719,22.295833349227905,27.700000762939453,16.399999618530273,2089,323,37,Central American Atlantic Moist Forests
-85.456499,13.424647,ca,860,21.570833325386047,26.799999237060547,15.800000190734863,2075,329,36,Central American Atlantic Moist Forests
-85.443343,13.400829,ca,656,22.6291667620341,28.100000381469727,16.700000762939453,2030,321,35,Central American Atlantic Moist Forests
-85.55562134,13.27344501,ca,669,22.508333285649616,28,16.600000381469727,1987,323,30,Central American Atlantic Moist Forests
-85.728283,12.94014,ca,741,22.270833174387615,27.700000762939453,16.399999618530273,1756,280,20,Central American Pine-Oak Forests
-85.38742216,13.38665673,ca,491,23.645833333333332,29.399999618530273,17.5,2023,339,35,Central American Atlantic Moist Forests
-85.40048,13.372889,ca,503,23.4416667620341,29.100000381469727,17.399999618530273,2062,308,36,Central American Atlantic Moist Forests
-89.366583,14.762643,ca,724,23.449999968210857,30,16.899999618530273,1148,230,7,Central American Pine-Oak Forests
-89.37302,14.76542,ca,774,23.174999952316284,29.700000762939453,16.799999237060547,1197,237,8,Central American Pine-Oak Forests
-89.365427,14.768622,ca,871,22.862500031789143,29.299999237060547,16.600000381469727,1262,245,10,Central American Pine-Oak Forests
-85.668881,12.726221,ca,587,23.054166793823242,28.600000381469727,17.299999237060547,1775,272,25,Central American Dry Forests
-85.67032,12.7465195,ca,572,23.262499809265137,28.899999618530273,17.5,1758,277,20,Central American Dry Forests
-89.360042000000007,14.714822,ca,1247,20.150000015894573,26.299999237060547,13.800000190734863,1520,275,19,Central American Pine-Oak Forests
-85.672931,12.80797,ca,314,24.77499993642171,30.799999237060547,18.799999237060547,1448,250,18,Central American Dry Forests
-85.568699,12.82819,ca,258,25.029166618982952,31,19,1473,257,15,Central American Atlantic Moist Forests
-85.676977,12.820795,ca,382,24.433333317438763,30.5,18.5,1484,268,19,Central American Dry Forests
-85.713949,12.790387,ca,304,24.8708332379659,31,18.799999237060547,1489,259,18,Central American Dry Forests
-85.714874,12.79576,ca,311,24.791666666666668,30.899999618530273,18.799999237060547,1442,277,19,Central American Dry Forests
-89.440616,14.758162,ca,650,24.120833317438763,30.700000762939453,17.799999237060547,1014,211,4,Central American Pine-Oak Forests
-89.295519,14.699902,ca,1136,21.004166563351948,27.100000381469727,14.699999809265137,1449,266,15,Central American Pine-Oak Forests
-89.273153,14.696003,ca,870,22.50416660308838,28.799999237060547,16,1304,249,11,Central American Pine-Oak Forests
-89.266338,14.696944,ca,850,22.62499984105428,28.899999618530273,16.100000381469727,1297,249,11,Central American Pine-Oak Forests
-89.288398,14.695576,ca,1132,21.112500150998432,27.200000762939453,14.800000190734863,1446,265,15,Central American Pine-Oak Forests
-85.557,13.278996,ca,633,22.666666746139526,28.200000762939453,16.700000762939453,1941,305,29,Central American Atlantic Moist Forests
-85.54095159,13.26958235,ca,590,23.025000015894573,28.700000762939453,17,1979,321,30,Central American Atlantic Moist Forests
-85.558865,13.277953,ca,692,22.38333336512248,27.899999618530273,16.5,1947,313,30,Central American Atlantic Moist Forests
-85.543862,13.275124,ca,605,22.858333428700764,28.399999618530273,16.799999237060547,1940,306,29,Central American Atlantic Moist Forests
-85.480884,12.995467,ca,572,23.133333444595337,28.799999237060547,17.299999237060547,1918,291,29,Central American Atlantic Moist Forests
-85.466907,12.983729,ca,514,23.337499777475994,28.899999618530273,17.399999618530273,1862,294,26,Central American Atlantic Moist Forests
-85.472509,12.996631,ca,541,23.2583331267039,28.899999618530273,17.399999618530273,1919,296,29,Central American Atlantic Moist Forests
-89.476206,14.634437,ca,649,24.12083347638448,30.399999618530273,18,985,206,1,Central American Pine-Oak Forests
-89.484961,14.621856,ca,634,24.237500031789143,30.5,18.100000381469727,979,206,1,Central American Pine-Oak Forests
-89.49978,14.677185,ca,623,24.208333412806194,30.299999237060547,17.899999618530273,976,208,1,Central American Pine-Oak Forests
-89.58362,14.199589,ca,500,24.6916667620341,30.899999618530273,17.899999618530273,1343,261,1,Central American Dry Forests
-89.500346,14.677424,ca,508,24.8791667620341,31.100000381469727,18.399999618530273,905,197,0,Central American Pine-Oak Forests
-89.500013,14.687412,ca,531,24.80833355585734,31,18.299999237060547,908,198,1,Central American Pine-Oak Forests
-85.663471,13.344067,ca,568,23.174999872843426,29,16.899999618530273,1770,275,28,Central American Atlantic Moist Forests
-89.094177,14.848741,ca,775,22.90000009536743,29.5,16.100000381469727,1490,275,19,Central American Pine-Oak Forests
-85.648846,13.341727,ca,614,22.941666841506958,28.700000762939453,16.799999237060547,1802,280,27,Central American Atlantic Moist Forests
-85.56592,12.935256,ca,628,22.86666663487752,28.5,17.100000381469727,1786,284,28,Central American Atlantic Moist Forests
-85.667245,13.355593,ca,506,23.579166730244953,29.600000381469727,17.200000762939453,1737,270,27,Central American Atlantic Moist Forests
-85.37475586,13.33216638,ca,383,24.15000009536743,29.899999618530273,18,2032,310,35,Central American Atlantic Moist Forests
-85.34179688,13.33617519,ca,499,23.62499984105428,29.299999237060547,17.600000381469727,2058,309,35,Central American Atlantic Moist Forests
-85.45303345,13.19449046,ca,491,23.52916653951009,29.299999237060547,17.600000381469727,1987,301,30,Central American Atlantic Moist Forests
-85.5519104,13.19850154,ca,778,21.954166650772095,27.299999237060547,16.200000762939453,2036,334,36,Central American Atlantic Moist Forests
-85.57113647,13.2065235,ca,784,22.03333353996277,27.5,16.200000762939453,1987,294,35,Central American Atlantic Moist Forests
-85.54779053,13.17710836,ca,671,22.483333428700764,27.899999618530273,16.600000381469727,2011,309,33,Central American Atlantic Moist Forests
-85.4750061,13.18111972,ca,1066,20.40833346048991,25.399999618530273,15.100000381469727,2084,306,41,Central American Atlantic Moist Forests
-85.2305603,12.89213455,ca,214,24.87499984105428,30.5,19,1863,299,30,Central American Atlantic Moist Forests
-85.42282104,13.15571331,ca,386,24.125,30,18.100000381469727,2031,336,31,Central American Atlantic Moist Forests
-85.74279785,13.12896687,ca,641,22.791666587193806,28.399999618530273,16.700000762939453,1790,277,26,Central American Pine-Oak Forests
-85.7359314,13.14367777,ca,739,22.24999992052714,27.799999237060547,16.299999237060547,1800,278,29,Central American Pine-Oak Forests
-85.73043823,13.12896687,ca,659,22.770833333333332,28.5,16.700000762939453,1759,284,27,Central American Atlantic Moist Forests
-85.43106079,13.17175977,ca,425,23.93749984105428,29.799999237060547,17.899999618530273,2045,337,31,Central American Atlantic Moist Forests
-85.73181152,13.14100313,ca,701,22.53333322207133,28.100000381469727,16.5,1779,289,28,Central American Atlantic Moist Forests
-85.48118591,13.2205613,ca,439,23.7541667620341,29.600000381469727,17.700000762939453,1998,328,32,Central American Atlantic Moist Forests
-85.23468018,12.88142494,ca,249,24.575000206629436,30.200000762939453,18.899999618530273,1897,336,31,Central American Atlantic Moist Forests
-85.3692627,13.32414856,ca,411,23.987499872843426,29.700000762939453,17.799999237060547,2060,330,36,Central American Atlantic Moist Forests
-85.37750244,13.33350266,ca,390,24.125,29.899999618530273,17.899999618530273,2070,337,35,Central American Atlantic Moist Forests
-85.24154663,12.91489095,ca,305,24.40833322207133,30.100000381469727,18.600000381469727,1882,315,33,Central American Atlantic Moist Forests
-85.3527832,13.33350266,ca,432,23.88333336512248,29.700000762939453,17.799999237060547,2025,309,35,Central American Atlantic Moist Forests
-85.22506714,12.87874746,ca,198,24.96666669845581,30.600000381469727,19.200000762939453,1871,299,33,Central American Atlantic Moist Forests
-85.34866333,13.33216638,ca,648,22.8083332379659,28.399999618530273,17,2104,313,38,Central American Atlantic Moist Forests
-85.57800293,13.2720263,ca,616,22.758333285649616,28.299999237060547,16.799999237060547,1928,299,28,Central American Atlantic Moist Forests
-85.59310913,13.21721904,ca,800,21.929166555404663,27.299999237060547,16.100000381469727,1967,291,35,Central American Atlantic Moist Forests
-85.56838989,13.19716452,ca,865,21.570833484331768,26.899999618530273,15.800000190734863,2009,295,39,Central American Atlantic Moist Forests
-85.4914856,13.20117556,ca,608,22.8083332379659,28.299999237060547,16.899999618530273,2014,300,30,Central American Atlantic Moist Forests
-85.60546875,13.14902697,ca,497,23.629166682561237,29.399999618530273,17.399999618530273,1852,296,27,Central American Atlantic Moist Forests
-85.42007446,13.14902697,ca,346,24.370833317438763,30.299999237060547,18.299999237060547,2023,335,34,Central American Atlantic Moist Forests
-85.56838989,13.18914226,ca,932,21.320833285649616,26.600000381469727,15.600000381469727,2088,300,41,Central American Atlantic Moist Forests
-85.46539307,13.20117556,ca,580,23.0625,28.799999237060547,17.200000762939453,2012,300,32,Central American Atlantic Moist Forests
-85.48324585,13.1958275,ca,752,22.041666666666668,27.399999618530273,16.299999237060547,2045,295,33,Central American Atlantic Moist Forests
-85.52115499,13.33670084,ca,943,21.12916672229767,26.399999618530273,15.5,2072,335,36,Central American Atlantic Moist Forests
-85.4750061,13.20117556,ca,560,23.020833492279053,28.600000381469727,17.100000381469727,1998,301,31,Central American Atlantic Moist Forests
-85.37029266,13.33717738,ca,381,24.170833508173626,30,18,2038,328,35,Central American Atlantic Moist Forests
-85.7963562,13.33670084,ca,774,22.1958331267039,28,16.100000381469727,1701,262,26,Central American Pine-Oak Forests
-85.52719116,13.22791411,ca,691,22.508333285649616,28,16.600000381469727,2023,313,33,Central American Atlantic Moist Forests
-85.36651611,13.33884769,ca,396,24.074999968210857,29.899999618530273,17.899999618530273,2008,305,35,Central American Atlantic Moist Forests
-85.43243408,13.15838779,ca,316,24.466666618982952,30.399999618530273,18.399999618530273,2015,324,30,Central American Atlantic Moist Forests
-85.21957397,12.88410238,ca,206,24.916666587193806,30.600000381469727,19.100000381469727,1861,300,33,Central American Atlantic Moist Forests
-85.23159027,12.88878766,ca,201,24.9333332379659,30.600000381469727,19.100000381469727,1892,316,33,Central American Atlantic Moist Forests
-85.73181152,13.14635239,ca,732,22.337499856948853,27.899999618530273,16.399999618530273,1802,276,30,Central American Atlantic Moist Forests
-85.72494507,13.12361723,ca,661,22.775000015894573,28.5,16.700000762939453,1764,274,27,Central American Atlantic Moist Forests
-85.49423218,13.18245683,ca,1124,20.191666682561237,25.100000381469727,14.899999618530273,2122,302,40,Central American Atlantic Moist Forests
-85.20858765,12.89213455,ca,230,24.770832935969036,30.399999618530273,18.899999618530273,1975,343,32,Central American Atlantic Moist Forests
-85.36376953,13.3308301,ca,432,23.887500047683716,29.700000762939453,17.799999237060547,2026,308,36,Central American Atlantic Moist Forests
-85.65353394,13.45106599,ca,490,23.833333412806194,30.100000381469727,17.299999237060547,1729,270,29,Central American Atlantic Moist Forests
-85.19073486,13.01392405,ca,289,24.425000031789143,30,18.5,2038,317,28,Central American Atlantic Moist Forests
-85.28137207,12.96307414,ca,420,23.837499856948853,29.5,18.100000381469727,1961,308,31,Central American Atlantic Moist Forests
-85.46676636,13.21187133,ca,620,22.89999993642171,28.600000381469727,17.100000381469727,2023,321,35,Central American Atlantic Moist Forests
-85.43655396,13.18245683,ca,413,23.987499872843426,29.899999618530273,18,1979,306,32,Central American Atlantic Moist Forests
-85.73318481,13.15170153,ca,779,22.09166685740153,27.600000381469727,16.200000762939453,1839,279,30,Central American Pine-Oak Forests
-85.24841309,12.8854411,ca,356,24.141666809717815,29.700000762939453,18.5,1930,336,33,Central American Atlantic Moist Forests
-85.42831421,13.1958275,ca,264,24.68750007947286,30.700000762939453,18.5,1998,321,31,Central American Atlantic Moist Forests
-85.44891357,13.18513102,ca,395,24.03333322207133,29.899999618530273,18,1992,303,29,Central American Atlantic Moist Forests
-85.7510376,13.36957933,ca,624,22.958333333333332,28.899999618530273,16.700000762939453,1693,263,25,Central American Atlantic Moist Forests
-85.46951294,13.20117556,ca,582,23.09166685740153,28.700000762939453,17.200000762939453,2035,301,31,Central American Atlantic Moist Forests
-85.45715332,13.20786047,ca,469,23.65833346048991,29.5,17.700000762939453,1991,301,34,Central American Atlantic Moist Forests
-85.7351355,13.1394293,ca,751,22.266666571299236,27.799999237060547,16.299999237060547,1790,293,29,Central American Atlantic Moist Forests
-85.23330688,12.90819811,ca,228,24.799999713897705,30.5,19,1911,318,31,Central American Atlantic Moist Forests
-85.23605347,12.90418232,ca,254,24.56666700045268,30.200000762939453,18.799999237060547,1880,306,30,Central American Atlantic Moist Forests
-85.71258545,13.13966579,ca,543,23.424999872843426,29.299999237060547,17.200000762939453,1724,276,25,Central American Atlantic Moist Forests
-85.47912598,13.18646811,ca,944,21.075000087420147,26.200000762939453,15.600000381469727,2085,307,38,Central American Atlantic Moist Forests
-85.45715332,13.21187133,ca,426,23.887499968210857,29.799999237060547,17.899999618530273,1979,299,33,Central American Atlantic Moist Forests
-85.48599243,13.17710836,ca,1162,19.962500055631,24.899999618530273,14.699999809265137,2111,303,43,Central American Atlantic Moist Forests
-85.45852661,13.19315342,ca,579,23.1166668732961,28.799999237060547,17.200000762939453,1988,302,30,Central American Atlantic Moist Forests
-85.57594299,13.20786047,ca,713,22.424999952316284,27.899999618530273,16.5,1944,291,33,Central American Atlantic Moist Forests
-85.54092407,13.2065235,ca,698,22.320833206176758,27.799999237060547,16.5,2007,320,34,Central American Atlantic Moist Forests
-85.60249494,13.07221862,ca,380,24.254166682561237,30.200000762939453,18,1824,281,26,Central American Atlantic Moist Forests
-85.44204712,13.20919743,ca,361,24.27916693687439,30.200000762939453,18.200000762939453,1972,321,33,Central American Atlantic Moist Forests
-85.42556763,13.1530388,ca,280,24.645833253860474,30.600000381469727,18.5,2005,331,28,Central American Atlantic Moist Forests
-85.5495748,13.3846236,ca,760,22.12500007947286,27.600000381469727,16.200000762939453,1964,291,33,Central American Atlantic Moist Forests
-85.48324585,13.21053438,ca,566,23.25833336512248,29,17.299999237060547,2008,318,33,Central American Atlantic Moist Forests
-85.71258545,13.14367777,ca,626,22.99999992052714,28.700000762939453,16.899999618530273,1744,272,26,Central American Atlantic Moist Forests
-85.43655396,13.25598643,ca,340,24.304166714350384,30.299999237060547,18.200000762939453,1897,305,33,Central American Atlantic Moist Forests
-85.52581787,13.43637372,ca,573,23.0625,28.799999237060547,16.899999618530273,1943,290,30,Central American Atlantic Moist Forests
-85.58624268,13.16641107,ca,627,22.96250009536743,28.700000762939453,16.899999618530273,1863,288,31,Central American Atlantic Moist Forests
-85.48324585,13.23459829,ca,395,24.09583314259847,30,18,1974,316,32,Central American Atlantic Moist Forests
-85.45852661,13.18914226,ca,607,22.829166650772095,28.399999618530273,17,1997,294,33,Central American Atlantic Moist Forests
-85.73730469,13.13164164,ca,660,22.737500031789143,28.399999618530273,16.700000762939453,1774,282,27,Central American Atlantic Moist Forests
-85.50727844,13.21855595,ca,593,22.962500015894573,28.600000381469727,17,2003,322,34,Central American Atlantic Moist Forests
-85.62744141,13.31746685,ca,760,22.049999872843426,27.5,16.200000762939453,1896,279,31,Central American Atlantic Moist Forests
-85.43380737,13.17042261,ca,372,24.21666677792867,30.100000381469727,18.200000762939453,2016,324,29,Central American Atlantic Moist Forests
-85.55465698,13.18780519,ca,736,22.175000190734863,27.600000381469727,16.299999237060547,2029,320,35,Central American Atlantic Moist Forests
-85.5655738,13.38735,ca,705,22.454166650772095,28.100000381469727,16.399999618530273,1951,286,34,Central American Atlantic Moist Forests
-85.57800293,13.18111972,ca,797,21.96666669845581,27.399999618530273,16.100000381469727,2048,320,35,Central American Atlantic Moist Forests
-85.50521851,13.24061389,ca,506,23.512499968210857,29.299999237060547,17.5,1973,322,31,Central American Atlantic Moist Forests
-85.59448242,13.17844549,ca,553,23.28333346048991,29,17.100000381469727,1886,300,30,Central American Atlantic Moist Forests
-85.2305603,12.91489095,ca,233,24.774999856948853,30.5,18.899999618530273,1933,328,34,Central American Atlantic Moist Forests
